z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty
0,1,Neutron,0,608.9,s,0.3,β⁻,100,
1,2,3H,0,12.3221,y,0.0106,β⁻,100,
1,3,4H,0,3.3,MeV,0.3,n,100,
1,4,5H,0,5.3,MeV,0.4,2n,100,
1,5,6H,0,1.5,MeV,0.3,3n,100,
1,6,7H,0,0.18,MeV,+0.47-0.13,2n,,
1,6,7H,0,0.18,MeV,+0.47-0.13,4n,,
2,3,5He,0,719,keV,48,n,100,
2,4,6He,0,807.12,ms,0.17,β⁻,100,
2,5,7He,0,195,keV,4,n,100,
2,6,8He,0,119,ms,1.6,β⁻,100,
2,6,8He,0,119,ms,1.6,β⁻n,16,1
2,7,9He,0,180,keV,100,n,100,
2,8,10He,0,1.8,MeV,0.3,2n,100,
3,1,4Li,0,5,MeV,0.5,p,100,
3,2,5Li,0,1.23,MeV,0.0,p,100,
3,5,8Li,0,838.79,ms,0.35,β⁻,100,
3,5,8Li,0,838.79,ms,0.35,β⁻ɑ,100,
3,6,9Li,0,178,ms,0.3,β⁻n,51,0.9
3,6,9Li,0,178,ms,0.3,β⁻,100,
3,6,9Li,0,178,ms,0.3,β⁻ɑ,12.3,0.9
3,7,10Li,0,0.23,MeV,<=,n,100,
3,8,11Li,0,8.75,ms,0.1,β⁻ɑ,1.7,0.3
3,8,11Li,0,8.75,ms,0.1,β⁻,100,
3,8,11Li,0,8.75,ms,0.1,β⁻2n,4.2,0.3
3,8,11Li,0,8.75,ms,0.1,β⁻3n,1.9,0.2
3,8,11Li,0,8.75,ms,0.1,β⁻n,84.3,1.3
3,9,12Li,0,,,,n,100,
3,10,13Li,0,125,keV,+60-40,2n,100,
4,2,6Be,0,92,keV,6,2p,100,
4,3,7Be,0,53.3,d,0.1,ε,100,
4,4,8Be,0,5.57,eV,0.25,ɑ,100,
4,6,10Be,0,1.39e+06,y,1.16e+04,β⁻,100,
4,7,11Be,0,13.77,s,0.07,B-p,0.000013,0.000003
4,7,11Be,0,13.77,s,0.07,β⁻,100,
4,7,11Be,0,13.77,s,0.07,β⁻ɑ,3.3,0.1
4,8,12Be,0,21.46,ms,0.05,β⁻,100,
4,8,12Be,0,21.46,ms,0.05,β⁻n,0.5,0.03
4,9,13Be,0,450,keV,30,n,,
4,11,15Be,0,580,keV,200,n,100,
4,12,16Be,0,0.8,MeV,+0.1-0.2,2n,100,
4,10,14Be,0,4.65,ms,0.12,β⁻ɑ,0.004,
4,10,14Be,0,4.65,ms,0.12,β⁻2n,5,2
4,10,14Be,0,4.65,ms,0.12,β⁻,100,
4,10,14Be,0,4.65,ms,0.12,β⁻n,86,6
5,12,17B,0,5.07,ms,0.05,β⁻,100,
5,12,17B,0,5.07,ms,0.05,β⁻2n,12,2
5,12,17B,0,5.07,ms,0.05,β⁻3n,3.5,0.7
5,12,17B,0,5.07,ms,0.05,β⁻4n,0.4,0.3
5,12,17B,0,5.07,ms,0.05,β⁻n,63,1
5,13,18B,0,,,,n,100,
5,14,19B,0,2.92,ms,0.13,β⁻3n,9.1,
5,14,19B,0,2.92,ms,0.13,β⁻2n,16,
5,14,19B,0,2.92,ms,0.13,β⁻,100,
5,14,19B,0,2.92,ms,0.13,β⁻n,71.8,
5,15,20B,0,500,keV,<=,n,100,
5,16,21B,0,600,keV,<=,2n,100,
5,10,15B,0,10.18,ms,0.35,β⁻n,99.68,
5,10,15B,0,10.18,ms,0.35,β⁻2n,1.5,
5,10,15B,0,10.18,ms,0.35,β⁻,100,
5,11,16B,0,100,keV,<,n,100,
5,2,7B,0,801,keV,20,p,100,
5,3,8B,0,772.1,ms,1.1,εɑ,100,
5,3,8B,0,772.1,ms,1.1,ε+β+,100,
5,4,9B,0,540,eV,210,p,100,
5,7,12B,0,20.22,ms,0.04,β⁻,100,
5,7,12B,0,20.22,ms,0.04,β⁻ɑ,0.6,0.02
5,8,13B,0,17.16,ms,0.18,β⁻,100,
5,8,13B,0,17.16,ms,0.18,β⁻n,0.266,0.025
5,9,14B,0,12.34,ms,0.27,β⁻,100,
5,9,14B,0,12.34,ms,0.27,β⁻n,6.04,0.23
6,2,8C,0,130,keV,50,2p,100,
6,3,9C,0,126.5,ms,0.9,εɑ,37.9,5.8
6,3,9C,0,126.5,ms,0.9,ε+β+,100,
6,3,9C,0,126.5,ms,0.9,εp,62,1.9
6,4,10C,0,19.3015,s,0.0018,ε+β+,100,
6,5,11C,0,20.3401,m,0.0041,ε+β+,100,
6,8,14C,0,5686,y,22,β⁻,100,
6,9,15C,0,2.451,s,0.004,β⁻,100,
6,14,20C,0,16,ms,3.0,β⁻n,66,10
6,14,20C,0,16,ms,3.0,β⁻2n,18.6,
6,14,20C,0,16,ms,3.0,β⁻,100,
6,13,19C,0,46.3,ms,2.3,β⁻n,47,3
6,13,19C,0,46.3,ms,2.3,β⁻2n,7,3
6,13,19C,0,46.3,ms,2.3,β⁻,100,
6,16,22C,0,6.1,ms,+1.4-1.2,β⁻n,61,
6,16,22C,0,6.1,ms,+1.4-1.2,β⁻2n,37,
6,16,22C,0,6.1,ms,+1.4-1.2,β⁻,100,
6,10,16C,0,750,ms,5,β⁻,100,
6,10,16C,0,750,ms,5,β⁻n,99.28,0.12
6,12,18C,0,92,ms,2,β⁻n,31.5,1.5
6,12,18C,0,92,ms,2,β⁻,100,
6,12,18C,0,92,ms,2,β⁻2n,,
6,11,17C,0,193,ms,5,β⁻n,28.4,1.3
6,11,17C,0,193,ms,5,β⁻,100,
6,11,17C,0,193,ms,5,β⁻2n,,
7,15,22N,0,20.9,ms,2.1,β⁻n,34,2
7,15,22N,0,20.9,ms,2.1,β⁻2n,12,3
7,15,22N,0,20.9,ms,2.1,β⁻,100,
7,14,21N,0,85.3,ms,4.5,β⁻n,86.5,3.7
7,14,21N,0,85.3,ms,4.5,β⁻,100,
7,14,21N,0,85.3,ms,4.5,β⁻2n,,
7,17,24N,0,52,ns,<,n,,
7,16,23N,0,14.1,ms,+1.2-1.5,β⁻3n,3.4,
7,16,23N,0,14.1,ms,+1.2-1.5,β⁻2n,8,4
7,16,23N,0,14.1,ms,+1.2-1.5,β⁻,100,
7,16,23N,0,14.1,ms,+1.2-1.5,β⁻n,42,6
7,11,18N,0,619,ms,2,β⁻ɑ,12.2,0.6
7,11,18N,0,619,ms,2,β⁻,100,
7,11,18N,0,619,ms,2,β⁻n,8.3,1.3
7,11,18N,0,619,ms,2,β⁻2n,,
7,10,17N,0,4.171,s,0.003,β⁻n,95.1,0.7
7,10,17N,0,4.171,s,0.003,β⁻,100,
7,10,17N,0,4.171,s,0.003,β⁻ɑ,0.0025,0.0004
7,13,20N,0,136,ms,3,β⁻n,42.9,1.4
7,13,20N,0,136,ms,3,β⁻2n,4.5,
7,13,20N,0,136,ms,3,β⁻,100,
7,12,19N,0,336,ms,3,β⁻,100,
7,12,19N,0,336,ms,3,β⁻n,41.8,0.9
7,3,10N,0,2.5,MeV,+2.0-1.5,p,100,
7,4,11N,0,780,keV,10,p,100,
7,5,12N,0,10.996,ms,0.015,εɑ,1.93,0.04
7,5,12N,0,10.996,ms,0.015,ε+β+,100,
7,6,13N,0,9.967,m,0.004,ε+β+,100,
7,9,16N,0,7.13,s,0.01,β⁻,100,
7,9,16N,0,7.13,s,0.01,β⁻ɑ,0.00154,0.00005
8,17,25O,0,88,keV,6,n,100,
8,18,26O,0,0.0045,ns,+0.0032-0.0034,2n,100,
8,15,23O,0,96,ms,8,β⁻,100,
8,15,23O,0,96,ms,8,β⁻n,7,2
8,16,24O,0,72,ms,4,β⁻,100,
8,16,24O,0,72,ms,4,β⁻n,41,3
8,13,21O,0,3.42,s,0.1,β⁻,100,
8,14,22O,0,2.19,s,0.16,β⁻,100,
8,14,22O,0,2.19,s,0.16,β⁻n,22,
8,11,19O,0,26.47,s,0.006,β⁻,100,
8,12,20O,0,13.51,s,0.04,β⁻,100,
8,20,28O,0+X,100,ns,<,2n,,
8,3,11O,0,2.31,MeV,0.14,2p,100,
8,4,12O,0,51,keV,19,2p,100,
8,5,13O,0,8.58,ms,0.07,εp,10.8,2
8,5,13O,0,8.58,ms,0.07,ε+β+,100,
8,6,14O,0,70.6183,s,0.0074,ε+β+,100,
8,7,15O,0,122.268,s,0.043,ε+β+,100,
9,18,27F,0,5.3,ms,0.3,β⁻n,90,
9,18,27F,0,5.3,ms,0.3,β⁻,100,
9,18,27F,0,5.3,ms,0.3,β⁻2n,,
9,19,28F,0,180,keV,40,n,100,
9,16,25F,0,81,ms,10,β⁻n,23.6,3.2
9,16,25F,0,81,ms,10,β⁻,100,
9,16,25F,0,81,ms,10,β⁻2n,,
9,17,26F,0,8.6,ms,0.7,β⁻n,14,3
9,17,26F,0,8.6,ms,0.7,β⁻,100,
9,17,26F,0,8.6,ms,0.7,β⁻2n,,
9,17,26F,0.6434,2.2,ms,0.1,B-n,12,8
9,17,26F,0.6434,2.2,ms,0.1,IT,82,11
9,17,26F,0.6434,2.2,ms,0.1,B-,18,11
9,11,20F,0,11.0064,s,0.0081,β⁻,100,
9,14,23F,0,2.23,s,0.14,β⁻,100,
9,14,23F,0,2.23,s,0.14,β⁻n,14,
9,15,24F,0,384,ms,15,β⁻,100,
9,15,24F,0,384,ms,15,β⁻n,5.9,
9,12,21F,0,4.158,s,0.02,β⁻,100,
9,13,22F,0,4.23,s,0.04,β⁻,100,
9,13,22F,0,4.23,s,0.04,β⁻n,11,
9,21,30F,0,250,ns,<,n,,
9,22,31F,0,,,,β⁻,100,
9,22,31F,0,,,,β⁻n,,
9,22,31F,0,,,,β⁻2n,,
9,20,29F,0,3.3,ms,0.4,β⁻n,60,40
9,20,29F,0,3.3,ms,0.4,β⁻,100,
9,20,29F,0,3.3,ms,0.4,β⁻2n,,
9,5,14F,0,910,keV,100,p,100,
9,6,15F,0,0.38,MeV,0.21,p,100,
9,7,16F,0,23.1,keV,3.8,p,100,
9,8,17F,0,64.368,s,0.025,ε+β+,100,
9,9,18F,0,109.734,m,0.008,ε+β+,100,
10,13,23Ne,0,37.148,s,0.032,β⁻,100,
10,14,24Ne,0,3.38,m,0.02,β⁻,100,
10,15,25Ne,0,602,ms,8,β⁻,100,
10,16,26Ne,0,196,ms,2,β⁻,100,
10,16,26Ne,0,196,ms,2,β⁻n,0.13,0.03
10,17,27Ne,0,30.9,ms,1.1,β⁻n,2,0.5
10,17,27Ne,0,30.9,ms,1.1,β⁻,100,
10,17,27Ne,0,30.9,ms,1.1,β⁻2n,,
10,18,28Ne,0,18.7,ms,0.2,β⁻n,12,1
10,18,28Ne,0,18.7,ms,0.2,β⁻2n,3.7,0.5
10,18,28Ne,0,18.7,ms,0.2,β⁻,100,
10,19,29Ne,0,14,ms,0.5,β⁻n,28,6
10,19,29Ne,0,14,ms,0.5,β⁻2n,4,1
10,19,29Ne,0,14,ms,0.5,β⁻,100,
10,20,30Ne,0,7.3,ms,0.3,β⁻n,13,4
10,20,30Ne,0,7.3,ms,0.3,β⁻2n,8.9,2.3
10,20,30Ne,0,7.3,ms,0.3,β⁻,100,
10,21,31Ne,0,3.4,ms,0.8,β⁻,100,
10,21,31Ne,0,3.4,ms,0.8,β⁻n,,
10,21,31Ne,0,3.4,ms,0.8,β⁻2n,,
10,22,32Ne,0,4.5,ms,0.7,β⁻,100,
10,22,32Ne,0,4.5,ms,0.7,β⁻n,,
10,22,32Ne,0,4.5,ms,0.7,β⁻2n,,
10,23,33Ne,0,180,ns,<,n,,
10,24,34Ne,0,,,,β⁻n,,
10,24,34Ne,0,,,,β⁻2n,,
10,24,34Ne,0,,,,β⁻,,
10,9,19Ne,0,17.2569,s,0.0019,ε+β+,100,
10,7,17Ne,0,109.1,ms,0.5,εɑ,3.51,0.16
10,7,17Ne,0,109.1,ms,0.5,ε+β+,100,
10,7,17Ne,0,109.1,ms,0.5,εp,94.4,2.9
10,8,18Ne,0,1.66432,s,+0.00056-0.00055,ε+β+,100,
10,5,15Ne,0,0.59,MeV,0.23,2p,100,
10,6,16Ne,0,80,keV,<,2p,100,
11,9,20Na,0,448,ms,2,εɑ,19.9,0.2
11,9,20Na,0,448,ms,2,ε+β+,100,
11,8,19Na,0,40,keV,<,p,100,
11,7,18Na,0,0.2,MeV,<=,p,100,
11,6,17Na,0,,,,p,100,
11,21,32Na,0,13.2,ms,0.3,β⁻n,24,7
11,21,32Na,0,13.2,ms,0.3,β⁻2n,8.3,2.1
11,21,32Na,0,13.2,ms,0.3,β⁻,100,
11,20,31Na,0,17,ms,0.2,β⁻n,38.8,3.8
11,20,31Na,0,17,ms,0.2,β⁻2n,0.87,0.24
11,20,31Na,0,17,ms,0.2,β⁻,100,
11,23,34Na,0,5.5,ms,1.0,β⁻n,15,
11,23,34Na,0,5.5,ms,1.0,β⁻2n,50,
11,23,34Na,0,5.5,ms,1.0,β⁻,100,
11,22,33Na,0,8.2,ms,0.2,β⁻n,47,6
11,22,33Na,0,8.2,ms,0.2,β⁻2n,13,3
11,22,33Na,0,8.2,ms,0.2,β⁻,100,
11,24,35Na,0,2.4,ms,0.4,β⁻,100,
11,24,35Na,0,2.4,ms,0.4,β⁻n,,
11,24,35Na,0,2.4,ms,0.4,β⁻2n,,
11,26,37Na,0,,,,β⁻,100,
11,26,37Na,0,,,,β⁻n,,
11,26,37Na,0,,,,β⁻2n,,
11,10,21Na,0,22.4548,s,0.0053,ε+β+,100,
11,11,22Na,0,2.6019,y,0.0005,ε+β+,100,
11,14,25Na,0,58.9,s,0.6,β⁻,100,
11,13,24Na,0,14.9578,h,0.0011,β⁻,100,
11,16,27Na,0,301,ms,5,β⁻,100,
11,16,27Na,0,301,ms,5,β⁻n,0.13,0.03
11,15,26Na,0,1.07128,s,0.00025,β⁻,100,
11,18,29Na,0,43.2,ms,0.4,β⁻n,24.7,2.5
11,18,29Na,0,43.2,ms,0.4,β⁻,100,
11,18,29Na,0,43.2,ms,0.4,β⁻2n,,
11,17,28Na,0,34.6,ms,1.0,β⁻,100,
11,17,28Na,0,34.6,ms,1.0,β⁻n,0.58,0.12
11,19,30Na,0,44.8,ms,1.2,β⁻ɑ,0.000055,0.000002
11,19,30Na,0,44.8,ms,1.2,β⁻2n,1.15,0.25
11,19,30Na,0,44.8,ms,1.2,β⁻,100,
11,19,30Na,0,44.8,ms,1.2,β⁻n,30,4
12,11,23Mg,0,11.3042,s,0.0035,ε+β+,100,
12,10,22Mg,0,3.87445,s,0.00069,ε+β+,100,
12,15,27Mg,0,9.435,m,0.027,β⁻,100,
12,17,29Mg,0,1.31,s,0.13,β⁻,100,
12,16,28Mg,0,20.915,h,0.009,β⁻,100,
12,19,31Mg,0,270,ms,2,β⁻,100,
12,19,31Mg,0,270,ms,2,β⁻n,6.2,1.9
12,18,30Mg,0,314,ms,5,β⁻,100,
12,18,30Mg,0,314,ms,5,β⁻n,0.06,
12,20,32Mg,0,80.4,ms,0.4,β⁻,100,
12,20,32Mg,0,80.4,ms,0.4,β⁻n,5.5,0.5
12,22,34Mg,0,44.9,ms,0.4,β⁻n,21,7
12,22,34Mg,0,44.9,ms,0.4,β⁻,100,
12,22,34Mg,0,44.9,ms,0.4,β⁻2n,,
12,21,33Mg,0,90.2,ms,0.9,β⁻n,14,2
12,21,33Mg,0,90.2,ms,0.9,β⁻,100,
12,21,33Mg,0,90.2,ms,0.9,β⁻2n,,
12,24,36Mg,0,7.2,ms,1.2,β⁻n,48,12
12,24,36Mg,0,7.2,ms,1.2,β⁻,100,
12,24,36Mg,0,7.2,ms,1.2,β⁻2n,,
12,23,35Mg,0,11.3,ms,0.6,β⁻n,52,46
12,23,35Mg,0,11.3,ms,0.6,β⁻,100,
12,23,35Mg,0,11.3,ms,0.6,β⁻2n,,
12,26,38Mg,0,3.1,ms,0.5,β⁻,100,
12,26,38Mg,0,3.1,ms,0.5,β⁻n,,
12,26,38Mg,0,3.1,ms,0.5,β⁻2n,,
12,25,37Mg,0,6.4,ms,1.5,β⁻,100,
12,25,37Mg,0,6.4,ms,1.5,β⁻n,,
12,25,37Mg,0,6.4,ms,1.5,β⁻2n,,
12,28,40Mg,0,,,,β⁻,100,
12,28,40Mg,0,,,,β⁻n,,
12,28,40Mg,0,,,,β⁻2n,,
12,9,21Mg,0,120,ms,0.8,εɑ,0.115,0.019
12,9,21Mg,0,120,ms,0.8,ε+β+,100,
12,9,21Mg,0,120,ms,0.8,εp,20.9,1.3
12,8,20Mg,0,90.4,ms,0.8,εp,29.9,1.1
12,8,20Mg,0,90.4,ms,0.8,ε+β+,100,
12,7,19Mg,0,3500,fs,2800,2p,100,
12,6,18Mg,0,115,keV,100,2p,100,
13,9,22Al,0,88.6,ms,2.5,ε+β+,100,
13,9,22Al,0,88.6,ms,2.5,εp,57.7,0.6
13,9,22Al,0,88.6,ms,2.5,εɑ,0.079,0.041
13,9,22Al,0,88.6,ms,2.5,ε2p,1.17,0.07
13,8,21Al,0,35,ns,<,p,,
13,22,35Al,0,38.4,ms,0.3,β⁻n,38,2
13,22,35Al,0,38.4,ms,0.3,β⁻,100,
13,22,35Al,0,38.4,ms,0.3,β⁻2n,,
13,23,36Al,0,90,ms,40,β⁻n,31,
13,23,36Al,0,90,ms,40,β⁻,100,
13,23,36Al,0,90,ms,40,β⁻2n,,
13,20,33Al,0,41.5,ms,0.1,β⁻,100,
13,20,33Al,0,41.5,ms,0.1,β⁻n,8.5,0.7
13,21,34Al,0,53.73,ms,0.13,β⁻n,25,3
13,21,34Al,0,53.73,ms,0.13,β⁻,100,
13,21,34Al,0,53.73,ms,0.13,β⁻2n,,
13,21,34Al,0.04647,22.1,ms,0.2,B-n,11,4
13,21,34Al,0.04647,22.1,ms,0.2,B-,100,
13,21,34Al,0.04647,22.1,ms,0.2,B-2n,,
13,26,39Al,0,7.23,ms,0.3,β⁻n,97,
13,26,39Al,0,7.23,ms,0.3,β⁻,100,
13,26,39Al,0,7.23,ms,0.3,β⁻2n,,
13,27,40Al,0,5.7,ms,0.4,β⁻,100,
13,27,40Al,0,5.7,ms,0.4,β⁻n,,
13,27,40Al,0,5.7,ms,0.4,β⁻2n,,
13,24,37Al,0,11.4,ms,0.3,β⁻n,52,5
13,24,37Al,0,11.4,ms,0.3,β⁻2n,1,
13,24,37Al,0,11.4,ms,0.3,β⁻,100,
13,25,38Al,0,9,ms,0.7,β⁻n,84,19
13,25,38Al,0,9,ms,0.7,β⁻,100,
13,25,38Al,0,9,ms,0.7,β⁻2n,,
13,28,41Al,0,3.5,ms,0.9,β⁻,100,
13,28,41Al,0,3.5,ms,0.9,β⁻n,,
13,28,41Al,0,3.5,ms,0.9,β⁻2n,,
13,29,42Al,0,,,,β⁻,100,
13,29,42Al,0,,,,β⁻n,,
13,29,42Al,0,,,,β⁻2n,,
13,30,43Al,0,,,,β⁻,100,
13,30,43Al,0,,,,β⁻n,,
13,30,43Al,0,,,,β⁻2n,,
13,11,24Al,0,2.053,s,0.004,εɑ,0.035,0.006
13,11,24Al,0,2.053,s,0.004,ε+β+,100,
13,11,24Al,0,2.053,s,0.004,εp,0.0016,0.0003
13,11,24Al,0.4258,130.7,ms,1.1,ECa,0.028,0.006
13,11,24Al,0.4258,130.7,ms,1.1,EC+B+,29.4,2.3
13,11,24Al,0.4258,130.7,ms,1.1,IT,70.6,2.3
13,12,25Al,0,7.1666,s,0.0025,ε+β+,100,
13,10,23Al,0,447,ms,36,εp,1.04,0.03
13,10,23Al,0,447,ms,36,ε+β+,100,
13,15,28Al,0,2.2483,m,0.0009,β⁻,100,
13,16,29Al,0,6.56,m,0.06,β⁻,100,
13,13,26Al,0,7.17e+05,y,1.71e+04,ε+β+,100,
13,13,26Al,0.228305,6.34603,s,0.00054,EC+B+,100,
13,19,32Al,0,31.7,ms,0.3,β⁻,100,
13,19,32Al,0,31.7,ms,0.3,β⁻n,0.7,0.5
13,17,30Al,0,3.61,s,0.04,β⁻,100,
13,18,31Al,0,0.644,s,0.025,β⁻,100,
13,18,31Al,0,0.644,s,0.025,β⁻n,1.6,
14,30,44Si,0,,,,β⁻,100,
14,30,44Si,0,,,,β⁻n,,
14,30,44Si,0,,,,β⁻2n,,
14,12,26Si,0,2.2452,s,0.0009,ε+β+,100,
14,13,27Si,0,4.111,s,0.002,ε+β+,100,
14,10,24Si,0,141.4,ms,1.2,εp,32.4,1.1
14,10,24Si,0,141.4,ms,1.2,ε+β+,100,
14,11,25Si,0,219.2,ms,+1.3-1.1,εp,35,2
14,11,25Si,0,219.2,ms,+1.3-1.1,ε+β+,100,
14,17,31Si,0,157.24,m,0.16,β⁻,100,
14,18,32Si,0,163.3,y,6.2,β⁻,100,
14,19,33Si,0,6.17,s,0.17,β⁻,100,
14,23,37Si,0,141,ms,5,β⁻n,17,13
14,23,37Si,0,141,ms,5,β⁻,100,
14,23,37Si,0,141,ms,5,β⁻2n,,
14,24,38Si,0,63,ms,8,β⁻,100,
14,24,38Si,0,63,ms,8,β⁻n,25,10
14,21,35Si,0,0.78,s,0.12,β⁻,100,
14,21,35Si,0,0.78,s,0.12,β⁻n,5.3,
14,22,36Si,0,503,ms,2,β⁻,100,
14,22,36Si,0,503,ms,2,β⁻n,12.4,4.6
14,27,41Si,0,20,ms,2.5,β⁻n,,
14,27,41Si,0,20,ms,2.5,β⁻,100,
14,27,41Si,0,20,ms,2.5,β⁻2n,,
14,28,42Si,0,15,ms,1.4,β⁻,100,
14,28,42Si,0,15,ms,1.4,β⁻n,,
14,28,42Si,0,15,ms,1.4,β⁻2n,,
14,25,39Si,0,38.7,ms,1.2,β⁻n,33,5
14,25,39Si,0,38.7,ms,1.2,β⁻,100,
14,25,39Si,0,38.7,ms,1.2,β⁻2n,,
14,26,40Si,0,30.3,ms,2.7,β⁻n,38,5
14,26,40Si,0,30.3,ms,2.7,β⁻,100,
14,26,40Si,0,30.3,ms,2.7,β⁻2n,,
14,20,34Si,0,2.77,s,0.2,β⁻,100,
14,29,43Si,0,13,ms,5,β⁻,100,
14,29,43Si,0,13,ms,5,β⁻n,,
14,29,43Si,0,13,ms,5,β⁻2n,,
14,9,23Si,0,47,ms,1,ε+β+,100,
14,9,23Si,0,47,ms,1,εp,81.8,1.1
14,9,23Si,0,47,ms,1,ε3p,0.029,
14,9,23Si,0,47,ms,1,ε2p,7.73,0.35
14,8,22Si,0,28.4,ms,1.1,ε+β+,100,
14,8,22Si,0,28.4,ms,1.1,εp,67,12
14,8,22Si,0,28.4,ms,1.1,ε2p,0.8,0.3
15,25,40P,0,150,ms,8,β⁻n,15.8,2.1
15,25,40P,0,150,ms,8,β⁻,100,
15,25,40P,0,150,ms,8,β⁻2n,,
15,24,39P,0,204,ms,39,β⁻,100,
15,24,39P,0,204,ms,39,β⁻n,26,8
15,23,38P,0,640,ms,140,β⁻,100,
15,23,38P,0,640,ms,140,β⁻n,12,5
15,22,37P,0,2.31,s,0.13,β⁻,100,
15,22,37P,0,2.31,s,0.13,β⁻n,,
15,29,44P,0,18.2,ms,0.8,β⁻n,75,8
15,29,44P,0,18.2,ms,0.8,β⁻,100,
15,29,44P,0,18.2,ms,0.8,β⁻2n,,
15,28,43P,0,36.5,ms,1.5,β⁻n,100,
15,28,43P,0,36.5,ms,1.5,β⁻,100,
15,28,43P,0,36.5,ms,1.5,β⁻2n,,
15,27,42P,0,48.5,ms,1.5,β⁻n,50,20
15,27,42P,0,48.5,ms,1.5,β⁻,100,
15,27,42P,0,48.5,ms,1.5,β⁻2n,,
15,26,41P,0,101,ms,5,β⁻n,30,10
15,26,41P,0,101,ms,5,β⁻,100,
15,26,41P,0,101,ms,5,β⁻2n,,
15,21,36P,0,5.6,s,0.3,β⁻,100,
15,21,36P,0,5.6,s,0.3,β⁻n,,
15,20,35P,0,47.3,s,0.7,β⁻,100,
15,32,47P,0,,,,β⁻,100,
15,32,47P,0,,,,β⁻n,,
15,32,47P,0,,,,β⁻2n,,
15,31,46P,0,,,,β⁻,100,
15,31,46P,0,,,,β⁻n,,
15,31,46P,0,,,,β⁻2n,,
15,30,45P,0,24,ms,11,β⁻,100,
15,30,45P,0,24,ms,11,β⁻n,,
15,30,45P,0,24,ms,11,β⁻2n,,
15,14,29P,0,4.1022,s,0.0056,ε+β+,100,
15,13,28P,0,270.3,ms,0.5,εɑ,0.00086,0.00025
15,13,28P,0,270.3,ms,0.5,ε+β+,100,
15,13,28P,0,270.3,ms,0.5,εp,0.0013,0.0004
15,12,27P,0,260,ms,80,εp,0.07,
15,12,27P,0,260,ms,80,ε+β+,100,
15,11,26P,0,43.6,ms,0.3,ε+β+,100,
15,11,26P,0,43.6,ms,0.3,εp,35.2,1.6
15,11,26P,0,43.6,ms,0.3,ε2p,1.99,0.29
15,18,33P,0,25.35,d,0.11,β⁻,100,
15,17,32P,0,14.267,d,0.006,β⁻,100,
15,15,30P,0,2.5,m,0.002,ε+β+,100,
15,10,25P,0,38,ns,<,p,100,
15,19,34P,0,12.43,s,0.08,β⁻,100,
16,33,49S,0,,,,β⁻,100,
16,33,49S,0,,,,β⁻n,,
16,33,49S,0,,,,β⁻2n,,
16,32,48S,0,,,,β⁻,100,
16,32,48S,0,,,,β⁻n,,
16,32,48S,0,,,,β⁻2n,,
16,31,47S,0,,,,β⁻,100,
16,31,47S,0,,,,β⁻n,,
16,31,47S,0,,,,β⁻2n,,
16,30,46S,0,50,ms,8,β⁻,100,
16,30,46S,0,50,ms,8,β⁻n,,
16,30,46S,0,50,ms,8,β⁻2n,,
16,15,31S,0,2.5534,s,0.0018,ε+β+,100,
16,14,30S,0,1.17976,s,0.00055,ε+β+,100,
16,13,29S,0,188,ms,4,εp,47,5
16,13,29S,0,188,ms,4,ε+β+,100,
16,12,28S,0,125,ms,10,εp,20.7,2
16,12,28S,0,125,ms,10,ε+β+,100,
16,19,35S,0,87.35,d,0.07,β⁻,100,
16,11,27S,0,16.3,ms,0.2,ε+β+,100,
16,11,27S,0,16.3,ms,0.2,εp,61,3
16,11,27S,0,16.3,ms,0.2,ε2p,3,0.6
16,10,26S,0,79,ns,<,p,,
16,26,42S,0,1.016,s,0.013,β⁻,100,
16,26,42S,0,1.016,s,0.013,β⁻n,1,
16,25,41S,0,2.6,s,1.4,β⁻,100,
16,25,41S,0,2.6,s,1.4,β⁻n,,
16,24,40S,0,8.8,s,2.2,β⁻,100,
16,23,39S,0,11.5,s,0.5,β⁻,100,
16,29,45S,0,68,ms,2,β⁻n,54,10
16,29,45S,0,68,ms,2,β⁻,100,
16,29,45S,0,68,ms,2,β⁻2n,,
16,28,44S,0,124.5,ms,2.3,β⁻,100,
16,28,44S,0,124.5,ms,2.3,β⁻n,29,6
16,27,43S,0,265,ms,13,β⁻,100,
16,27,43S,0,265,ms,13,β⁻n,40,10
16,22,38S,0,170.3,m,0.7,β⁻,100,
16,21,37S,0,5.05,m,0.02,β⁻,100,
17,28,45Cl,0,413,ms,25,β⁻,100,
17,28,45Cl,0,413,ms,25,β⁻n,24,4
17,29,46Cl,0,232,ms,2,β⁻n,60,9
17,29,46Cl,0,232,ms,2,β⁻,100,
17,29,46Cl,0,232,ms,2,β⁻2n,,
17,24,41Cl,0,38.4,s,0.8,β⁻,100,
17,25,42Cl,0,6.8,s,0.3,β⁻,100,
17,25,42Cl,0,6.8,s,0.3,β⁻n,,
17,26,43Cl,0,3.13,s,0.09,β⁻,100,
17,26,43Cl,0,3.13,s,0.09,β⁻n,,
17,27,44Cl,0,542,ms,108,β⁻,100,
17,27,44Cl,0,542,ms,108,β⁻n,8,
17,21,38Cl,0,37.236,m,0.012,β⁻,100,
17,21,38Cl,0.671365,715,ms,3,IT,100,
17,22,39Cl,0,56.2,m,0.6,β⁻,100,
17,23,40Cl,0,1.33,m,0.03,β⁻,100,
17,35,52Cl,0,,,,β⁻,100,
